features,imp_avg,imp_std
onehot__x4_5940.0,12.0,6.531972647421808
onehot__x4_4240.0,12.0,3.5118845842842465
onehot__x4_205.0,12.0,7.14142842854285
onehot__x4_7020.0,11.833333333333334,4.2196629670573875
onehot__x4_5510.0,11.833333333333334,6.890008869531463
onehot__x4_2330.0,11.833333333333334,5.30461015427985
onehot__x4_4120.0,11.666666666666666,8.178562764256865
onehot__x4_6220.0,11.666666666666666,5.934831271588285
onehot__x1_3,11.666666666666666,10.994948334980428
onehot__x4_9310.0,11.5,4.112987559751022
onehot__x4_3800.0,11.333333333333334,3.197221015541813
onehot__x4_1240.0,11.333333333333334,5.934831271588285
onehot__x4_5310.0,11.333333333333334,4.533823502911814
onehot__x4_1720.0,11.333333333333334,4.570436400267363
onehot__x4_3500.0,11.333333333333334,5.617433182117572
onehot__x4_5320.0,11.166666666666666,6.618576550554926
onehot__x4_8600.0,11.166666666666666,6.121455890735652
onehot__x4_3850.0,10.833333333333334,11.823939933691966
onehot__x4_3256.0,10.833333333333334,8.858454843945541
onehot__x4_1300.0,10.666666666666666,2.981423969999719
onehot__x4_650.0,10.666666666666666,5.08811250749125
onehot__x4_6240.0,10.666666666666666,4.784233364802441
onehot__x4_2600.0,10.5,6.238322424070967
onehot__x4_6515.0,10.5,5.469613027140647
onehot__x4_3649.0,10.333333333333334,6.724747000610672
onehot__x4_2145.0,10.333333333333334,8.65383665716478
onehot__x4_6100.0,10.166666666666666,4.633812924819281
onehot__x4_530.0,10.166666666666666,3.890872509976251
onehot__x4_5840.0,10.0,4.96655480858378
onehot__x4_8255.0,10.0,3.696845502136472
onehot__x4_820.0,10.0,7.3484692283495345
onehot__x4_8740.0,10.0,7.852812659593164
onehot__x4_540.0,10.0,5.066228051190222
onehot__x4_8300.0,9.666666666666666,3.9860869143671325
onehot__x4_5820.0,9.666666666666666,4.384315479321968
onehot__x4_726.0,9.5,4.7871355387816905
onehot__x4_7630.0,9.5,5.7081812631812365
onehot__x4_8800.0,9.333333333333334,3.3499585403736303
onehot__x4_5540.0,9.333333333333334,5.2493385826745405
onehot__x4_9000.0,9.166666666666666,5.398044913567215
onehot__x4_8420.0,9.166666666666666,7.009913614937696
onehot__x4_5350.0,9.0,5.744562646538029
onehot__x4_1965.0,9.0,4.0
onehot__x4_3710.0,8.833333333333334,5.580223014261069
onehot__x4_7340.0,8.833333333333334,8.47381587925744
onehot__x4_1520.0,8.666666666666666,6.774133810967192
onehot__x4_4500.0,8.666666666666666,2.357022603955158
onehot__x4_9510.0,8.5,2.5
onehot__x4_1820.0,8.5,3.947573094109004
onehot__x4_135.0,8.5,7.065172798075547
onehot__x4_6330.0,8.5,4.272001872658765
onehot__x4_700.0,8.5,4.031128874149275
onehot__x4_3400.0,8.5,2.217355782608345
onehot__x4_3200.0,8.333333333333334,8.379870059984356
onehot__x4_7720.0,8.333333333333334,5.70574758954123
onehot__x4_2430.0,8.333333333333334,5.055250296034367
onehot__x4_8500.0,8.166666666666666,6.718548123582124
onehot__x4_3230.0,8.166666666666666,5.927806414592913
onehot__x4_3720.0,8.166666666666666,6.568020165079344
onehot__x4_3620.0,8.0,5.32290647422377
onehot__x4_7220.0,8.0,3.9157800414902435
onehot__x4_9200.0,7.833333333333333,6.361778227997438
onehot__x4_3640.0,7.833333333333333,3.6247605284885913
onehot__x4_160.0,7.666666666666667,4.570436400267363
onehot__x4_4430.0,7.666666666666667,5.405758246742285
onehot__x4_9800.0,7.666666666666667,4.384315479321969
onehot__x4_8030.0,7.666666666666667,8.439325934114775
onehot__x4_5100.0,7.5,4.6097722286464435
onehot__x4_7260.0,7.5,4.856267428111155
onehot__x4_860.0,7.5,4.890466917040404
onehot__x4_1930.0,7.333333333333333,5.9907335852038095
onehot__x4_2160.0,7.166666666666667,5.580223014261069
onehot__x4_3648.0,7.166666666666667,7.754926749421228
onehot__x4_9150.0,7.166666666666667,6.79256129077161
onehot__x4_8710.0,7.166666666666667,3.9334745737353156
onehot__x4_1400.0,7.166666666666667,6.914156170897179
onehot__x4_8940.0,7.0,6.429100507328637
onehot__x4_9040.0,7.0,5.228129047119374
onehot__x4_7510.0,7.0,5.0990195135927845
onehot__x4_2060.0,7.0,3.0550504633038935
onehot__x4_1540.0,6.833333333333333,3.8908725099762504
onehot__x4_5260.0,6.833333333333333,3.4840908267278117
onehot__x4_4350.0,6.666666666666667,2.8674417556808756
onehot__x4_4530.0,6.666666666666667,5.587684871413404
onehot__x4_9240.0,6.666666666666667,4.955356249106169
onehot__x4_4965.0,6.666666666666667,4.8876260995383936
onehot__x4_2630.0,6.5,6.103277807866851
onehot__x4_8100.0,6.5,6.103277807866851
onehot__x4_6600.0,6.5,6.800735254367722
onehot__x4_2840.0,6.5,4.7871355387816905
onehot__x4_7315.0,6.333333333333333,4.955356249106169
onehot__x4_1420.0,6.333333333333333,5.120763831912406
onehot__x4_3300.0,6.333333333333333,4.818944098266987
onehot__x4_7240.0,6.333333333333333,5.2493385826745405
onehot__x4_8350.0,6.333333333333333,4.384315479321969
onehot__x4_6130.0,6.333333333333333,3.2489314482696545
onehot__x4_8410.0,6.166666666666667,5.367080729368206
onehot__x4_9720.0,6.166666666666667,3.624760528488591
onehot__x4_5600.0,6.0,4.123105625617661
onehot__x4_5630.0,6.0,3.9157800414902435
onehot__x4_1760.0,6.0,4.618802153517006
onehot__x4_7150.0,6.0,6.831300510639732
onehot__x4_8640.0,6.0,2.449489742783178
onehot__x4_6440.0,5.833333333333333,6.361778227997438
onehot__x4_6320.0,5.666666666666667,6.523461930260309
onehot__x4_7320.0,5.5,4.0722639076235385
onehot__x4_6250.0,5.5,5.619905100029122
onehot__x4_100.0,5.5,3.5
onehot__x4_7360.0,5.5,3.947573094109004
onehot__x4_1450.0,5.5,5.377421934967226
onehot__x4_4150.0,5.333333333333333,5.280993172584953
onehot__x4_9830.0,5.333333333333333,4.533823502911814
onehot__x4_2340.0,5.333333333333333,6.896053621859067
onehot__x4_3630.0,5.166666666666667,4.412734098291242
onehot__x4_3740.0,5.0,5.259911279353167
onehot__x4_8530.0,5.0,5.41602560309064
onehot__x4_6800.0,5.0,4.618802153517006
onehot__x4_420.0,5.0,5.385164807134504
onehot__x4_4320.0,5.0,4.163331998932265
onehot__x4_6005.0,4.833333333333333,4.017323597731316
onehot__x4_2720.0,4.833333333333333,5.42883249163411
onehot__x4_7210.0,4.833333333333333,3.890872509976251
onehot__x4_2015.0,4.833333333333333,4.258977446393546
onehot__x4_8450.0,4.833333333333333,5.927806414592913
onehot__x4_7420.0,4.833333333333333,5.639641438562877
onehot__x4_137.0,4.833333333333333,3.287180487219337
onehot__x4_4340.0,4.666666666666667,3.636237371545238
onehot__x4_830.0,4.666666666666667,4.109609335312651
onehot__x4_9650.0,4.666666666666667,5.587684871413403
onehot__x4_7430.0,4.666666666666667,3.9440531887330774
onehot__x4_8810.0,4.666666666666667,4.2295258468165065
onehot__x4_3540.0,4.666666666666667,2.560381915956203
onehot__x4_3610.0,4.666666666666667,4.14996653266291
onehot__x4_8550.0,4.5,5.530220007679019
onehot__x4_6940.0,4.5,3.947573094109004
onehot__x4_5330.0,4.333333333333333,2.98142396999972
onehot__x4_7010.0,4.333333333333333,4.921607686744467
onehot__x4_9820.0,4.333333333333333,4.570436400267363
onehot__x4_4640.0,4.333333333333333,4.422166387140533
onehot__x4_810.0,4.333333333333333,5.055250296034367
onehot__x4_520.0,4.333333333333333,2.8087165910587863
onehot__x4_4750.0,4.166666666666667,3.8042374035044424
onehot__x4_1200.0,4.166666666666667,4.336537277085896
onehot__x4_2050.0,4.166666666666667,4.13991411612474
onehot__x4_5165.0,4.0,3.872983346207417
onehot__x4_60.0,4.0,4.396968652757639
onehot__x4_8310.0,4.0,4.123105625617661
onehot__x4_7540.0,3.8333333333333335,3.2360813064912666
onehot__x4_3655.0,3.8333333333333335,3.975620147292188
onehot__x4_9260.0,3.8333333333333335,4.058598553961973
onehot__x4_3030.0,3.8333333333333335,4.810289896553937
onehot__x4_1440.0,3.8333333333333335,5.177408189003022
onehot__x4_1740.0,3.6666666666666665,2.9814239699997196
onehot__x4_8920.0,3.6666666666666665,3.8586123009300755
onehot__x4_1800.0,3.6666666666666665,3.9015666369065416
onehot__x4_4540.0,3.6666666666666665,4.068851871911234
onehot__x4_3040.0,3.6666666666666665,3.858612300930075
onehot__x4_425.0,3.5,3.905124837953327
onehot__x4_9360.0,3.5,3.095695936834452
onehot__x4_5850.0,3.5,3.640054944640259
onehot__x4_8610.0,3.5,3.8188130791298667
onehot__x4_9810.0,3.5,4.856267428111155
onehot__x4_6710.0,3.5,5.5901699437494745
onehot__x4_3646.0,3.5,2.9860788111948193
onehot__x4_8950.0,3.5,5.155902766086006
onehot__x4_5220.0,3.5,3.4034296427770228
onehot__x4_6210.0,3.5,3.095695936834452
onehot__x4_3510.0,3.5,4.752192476461084
onehot__x4_1560.0,3.3333333333333335,3.986086914367133
onehot__x4_4210.0,3.3333333333333335,3.636237371545238
onehot__x4_6520.0,3.3333333333333335,2.4944382578492945
onehot__x4_640.0,3.3333333333333335,5.022173057773122
onehot__x4_1860.0,3.3333333333333335,3.448026810929534
onehot__x4_4950.0,3.3333333333333335,2.8087165910587863
onehot__x4_2830.0,3.1666666666666665,3.131382371342656
onehot__x4_8460.0,3.1666666666666665,4.179978734661485
onehot__x4_2825.0,3.1666666666666665,2.6087459737497545
onehot__x4_1900.0,3.1666666666666665,4.913134324327891
onehot__x4_2900.0,3.0,3.0550504633038935
onehot__x4_5010.0,3.0,3.6514837167011076
onehot__x4_7840.0,3.0,3.9157800414902435
onehot__x4_8760.0,3.0,4.163331998932265
onehot__x4_7030.0,3.0,4.396968652757639
onehot__x4_8256.0,3.0,4.396968652757639
onehot__x4_2710.0,2.8333333333333335,3.5784850922639815
onehot__x4_1310.0,2.8333333333333335,3.624760528488591
onehot__x4_2750.0,2.8333333333333335,2.9107081994288304
onehot__x4_4800.0,2.8333333333333335,5.4594464513864
onehot__x4_6700.0,2.8333333333333335,3.4840908267278117
onehot__x4_8400.0,2.8333333333333335,4.258977446393546
onehot__x4_3910.0,2.8333333333333335,2.733536577809454
onehot__x4_5140.0,2.6666666666666665,2.981423969999719
onehot__x4_5920.0,2.6666666666666665,4.307615994440028
onehot__x4_725.0,2.6666666666666665,3.7712361663282534
onehot__x4_6530.0,2.6666666666666665,3.7267799624996494
onehot__x4_5900.0,2.6666666666666665,4.307615994440028
onehot__x4_2440.0,2.6666666666666665,3.9860869143671325
onehot__x4_9750.0,2.6666666666666665,2.560381915956203
onehot__x4_6660.0,2.6666666666666665,3.448026810929534
onehot__x4_8750.0,2.5,2.692582403567252
onehot__x4_3820.0,2.5,3.547299442298794
onehot__x4_8510.0,2.5,3.2015621187164243
onehot__x4_3940.0,2.5,2.753785273643051
onehot__x4_3000.0,2.5,2.140872096444188
onehot__x4_6840.0,2.3333333333333335,3.0912061651652345
onehot__x4_4900.0,2.3333333333333335,2.6874192494328497
onehot__x4_4200.0,2.3333333333333335,4.784233364802442
onehot__x4_4060.0,2.3333333333333335,3.9440531887330774
onehot__x4_5800.0,2.3333333333333335,2.6246692913372702
onehot__x4_3260.0,2.1666666666666665,3.0776975521032313
onehot__x4_9520.0,2.1666666666666665,4.412734098291242
onehot__x4_3945.0,2.1666666666666665,3.0776975521032313
onehot__x4_8720.0,2.1666666666666665,3.387066905483596
onehot__x4_360.0,2.1666666666666665,3.387066905483596
onehot__x4_1840.0,2.1666666666666665,3.1841621957571333
onehot__x4_1920.0,2.1666666666666665,2.793842435706702
onehot__x4_5410.0,2.1666666666666665,2.3392781412697
onehot__x4_7900.0,2.0,2.0816659994661326
onehot__x4_8250.0,2.0,2.886751345948129
onehot__x4_1700.0,2.0,2.8284271247461903
onehot__x4_9630.0,2.0,2.886751345948129
onehot__x4_340.0,2.0,1.9148542155126762
onehot__x4_3750.0,2.0,2.886751345948129
onehot__x4_4400.0,2.0,2.6457513110645907
onehot__x4_3700.0,1.8333333333333333,2.3392781412696997
onehot__x4_3535.0,1.8333333333333333,2.6087459737497545
onehot__x4_950.0,1.8333333333333333,3.2360813064912666
onehot__x4_3955.0,1.8333333333333333,2.4776781245530843
onehot__x4_3210.0,1.8333333333333333,1.950783318453271
onehot__x4_5420.0,1.8333333333333333,1.8633899812498247
onehot__x4_7740.0,1.8333333333333333,2.034425935955617
onehot__x4_7850.0,1.6666666666666667,2.4267032964268394
onehot__x4_9410.0,1.6666666666666667,1.247219128924647
onehot__x4_4830.0,1.6666666666666667,2.4267032964268394
onehot__x4_6360.0,1.6666666666666667,2.42670329642684
onehot__x4_2850.0,1.6666666666666667,2.924988129130708
onehot__x4_4740.0,1.6666666666666667,2.211083193570267
onehot__x4_8130.0,1.5,1.2583057392117916
onehot__x4_1005.0,1.5,1.8027756377319946
onehot__x4_4940.0,1.5,1.8027756377319946
onehot__x4_2025.0,1.5,2.140872096444188
onehot__x4_2910.0,1.5,3.3541019662496847
onehot__x4_2105.0,1.5,3.3541019662496847
onehot__x4_3140.0,1.5,2.9297326385411577
onehot__x4_2760.0,1.5,2.140872096444188
onehot__x4_940.0,1.3333333333333333,2.134374745810949
onehot__x4_7120.0,1.3333333333333333,1.1055415967851334
onehot__x4_6765.0,1.3333333333333333,2.560381915956203
onehot__x4_5020.0,1.3333333333333333,1.8856180831641267
onehot__x4_9350.0,1.3333333333333333,1.9720265943665387
onehot__x4_2550.0,1.3333333333333333,1.5986105077709065
onehot__x4_330.0,1.3333333333333333,1.9720265943665387
onehot__x4_2800.0,1.3333333333333333,2.981423969999719
onehot__x4_8620.0,1.1666666666666667,1.863389981249825
onehot__x4_5250.0,1.1666666666666667,1.674979270186815
onehot__x4_7920.0,1.1666666666666667,2.1921577396609844
onehot__x4_9110.0,1.1666666666666667,1.7716909687891083
onehot__x4_930.0,1.1666666666666667,2.1921577396609844
onehot__x4_2860.0,1.1666666666666667,1.674979270186815
onehot__x4_7610.0,1.1666666666666667,2.608745973749755
onehot__x4_1710.0,1.1666666666666667,1.674979270186815
onehot__x4_3840.0,1.1666666666666667,2.608745973749755
onehot__x4_3520.0,1.1666666666666667,2.1921577396609844
onehot__x1_2,1.0,1.8257418583505538
onehot__x4_6040.0,1.0,2.23606797749979
onehot__x4_3647.0,1.0,1.1547005383792515
onehot__x4_7710.0,1.0,2.23606797749979
onehot__x4_1910.0,1.0,2.23606797749979
onehot__x4_6120.0,1.0,2.23606797749979
onehot__x4_7350.0,1.0,1.5275252316519468
onehot__x4_5560.0,0.8333333333333334,1.21335164821342
onehot__x4_3730.0,0.8333333333333334,1.2133516482134197
onehot__x4_2400.0,0.8333333333333334,1.462494064565354
onehot__x4_3245.0,0.8333333333333334,1.2133516482134197
onehot__x4_4465.0,0.8333333333333334,1.0671873729054748
onehot__x4_1600.0,0.8333333333333334,1.2133516482134197
onehot__x4_2810.0,0.8333333333333334,1.462494064565354
onehot__x4_8540.0,0.8333333333333334,1.462494064565354
onehot__x4_1610.0,0.6666666666666666,1.4907119849998596
onehot__x4_9420.0,0.6666666666666666,1.4907119849998596
onehot__x4_5230.0,0.6666666666666666,1.4907119849998596
onehot__x4_9300.0,0.6666666666666666,1.1055415967851332
onehot__x4_4460.0,0.6666666666666666,0.7453559924999299
onehot__x4_6010.0,0.6666666666666666,0.9428090415820634
onehot__x4_6400.0,0.6666666666666666,0.9428090415820634
onehot__x4_6720.0,0.6666666666666666,1.4907119849998596
onehot__x4_4300.0,0.6666666666666666,1.4907119849998596
onehot__x4_8730.0,0.6666666666666666,1.4907119849998596
onehot__x4_7300.0,0.6666666666666666,1.1055415967851332
onehot__x4_5150.0,0.5,0.5
onehot__x4_8910.0,0.5,1.118033988749895
onehot__x4_500.0,0.5,1.118033988749895
onehot__x4_9415.0,0.5,0.7637626158259734
onehot__x4_5530.0,0.5,1.118033988749895
onehot__x4_3900.0,0.5,0.7637626158259734
onehot__x4_2700.0,0.5,0.7637626158259734
onehot__x4_6820.0,0.5,1.118033988749895
onehot__x4_7040.0,0.3333333333333333,0.7453559924999298
onehot__x4_4420.0,0.3333333333333333,0.7453559924999298
onehot__x4_7110.0,0.3333333333333333,0.7453559924999298
onehot__x4_8040.0,0.3333333333333333,0.7453559924999298
onehot__x4_5500.0,0.3333333333333333,0.7453559924999298
onehot__x4_5360.0,0.3333333333333333,0.4714045207910317
onehot__x4_40.0,0.3333333333333333,0.7453559924999298
onehot__x4_2920.0,0.3333333333333333,0.4714045207910317
onehot__x4_5200.0,0.16666666666666666,0.3726779962499649
onehot__x4_8650.0,0.16666666666666666,0.3726779962499649
onehot__x4_8830.0,0.16666666666666666,0.3726779962499649
onehot__x4_7160.0,0.16666666666666666,0.3726779962499649
onehot__x4_7130.0,0.16666666666666666,0.3726779962499649
onehot__x4_7100.0,0.16666666666666666,0.3726779962499649
onehot__x4_1640.0,0.0,0.0
onehot__x4_3120.0,0.0,0.0
onehot__x4_9560.0,0.0,0.0
onehot__x4_2740.0,0.0,0.0
onehot__x4_8330.0,0.0,0.0
onehot__x4_5030.0,0.0,0.0
onehot__x4_5130.0,0.0,0.0
onehot__x4_510.0,0.0,0.0
onehot__x4_7940.0,0.0,0.0
onehot__x4_7930.0,0.0,0.0
onehot__x4_7830.0,0.0,0.0
onehot__x4_7730.0,0.0,0.0
onehot__x4_7560.0,0.0,0.0
onehot__x4_6830.0,0.0,0.0
onehot__x4_8850.0,0.0,0.0
onehot__x4_8930.0,0.0,0.0
onehot__x4_6740.0,0.0,0.0
onehot__x4_6460.0,0.0,0.0
onehot__x4_6300.0,0.0,0.0
onehot__x4_900.0,0.0,0.0
onehot__x4_5340.0,0.0,0.0
onehot__x4_1340.0,0.0,0.0
onehot__x4_5910.0,0.0,0.0
